id,title,company,location,skills,description,seniority
job-3884991626,Security Engineer,Amazon,"New York, United States",Python;Java;JavaScript;AWS;Machine Learning;Penetration Testing;Cloud Security;Incident Response,"Description  The Ads Security organization at Amazon is dedicated to creating innovative technical solutions that detect, assess, and mitigate security risks within Amazon’s Advertising businesses. Our vision is to accelerate the development velocity of the Advertising business by ensuring that our products are inherently secure. We are seeking a talented engineer to join our team, where you will have the opportunity to contribute to securing web applications and services critical to delivering",Mid
job-3884992257,Security Engineer,Amazon Lab126,"Austin, TX",Excel;Python;Java;AWS;Machine Learning;Penetration Testing;Incident Response;Communication,"Description  Come join our offensive security team dedicated to the detection and exploitation of vulnerabilities affecting Amazon consumer devices. This includes performing low-level reviews of hardware, bootloaders, radios, secure enclaves, or OS security features of devices, service reviews including authentication mechanisms, AI, mobile, & web apps. Engineers are also encouraged to experiment with automated techniques, such as symbolic execution, fuzzing, machine learning, or static analysis",Mid
job-3884994015,Product Manager,Amazon Web Services (AWS),"Seattle, WA",Excel;AWS;Communication,"Description  AWS is hiring a Senior Technical Product Manager - External Services to define the future of software development, focusing on AWS Q for developer scenarios. We are building these services from the ground up with a cloud-centric architecture to transform how developers write, build, and deploy applications. You will rethink the development process, and invent new tools for a new breed of developer.  If you're passionate about developer experiences and want to dive deep into cloud co",Mid
job-3884994042,Product Manager,Amazon,"Santa Monica, CA",Excel;Monitoring;Communication,"Description  The Amazon Consumables Private Label team is creating a global portfolio of consumables products to meet customers' daily needs. We are seeking a highly motivated Senior Category Manager with a healthy obsession for the rapidly evolving world of consumer packaged goods, online delivery, and product innovation to join our team and help us change the everyday lives of our global customers. The Category Manager will work across our portfolio to identify/launch new private brand selecti",Mid
job-3884995035,Product Manager,Amazon Web Services (AWS),"Seattle, WA",Excel;AWS;Communication,"Description  AWS is hiring a Principal Technical Product Manager for Amazon Q to help reimagine the software development lifecycle. Our mission is to use generative AI transform how developers write, build, debug, and deploy software. You will rethink the development process, and invent new tools for a new breed of developer.  If you're passionate about developer experience then this is an excellent opportunity. You will work directly with our large-scale customers and internally with different",Mid
job-3884996001,Data Scientist,Amazon,"Seattle, WA",Python;SQL;Machine Learning,"Description  The PeopleInsight (PI) org focuses on improving employee experience at Amazon, driving productivity and retention, and resulting in a motivated workforce of over 1.5 million associates and corporate employees. These are the questions we ask — Are we facilitating the right conversations to build an engaged workforce? What trends are we seeing in our employee data and what should managers do about it? How do we solve customer problems in the most efficient way possible? If these chall",Mid
job-3885100721,UI/UX Designer,Ulta Beauty,"Bolingbrook, IL",Excel;Java;JavaScript;HTML;CSS;AWS;Git;Agile;Prototyping;Communication,"Overview  Experience the possibilities of our progressive, omnichannel approach to beauty retail. At Ulta Beauty, our Marketing team is applying the latest technologies to personalize the buying experience of true beauty enthusiasts—in ways that surprise and delight. Building love and loyalty, one communication, one experience, one brilliant idea at a time. We represent the perfect blend of strategy and creativity. Of tactics and analytics. To make Ulta Beauty a brand guests will advocate for. G",Mid
job-3885101852,Data Engineer,Ascentt,"Dallas, TX",Excel;TensorFlow;Python;SQL;Java;Spark;AWS;Docker;Kubernetes;CI/CD;Data Modeling;Communication,"Overview:As a Data Engineer specializing in Cloud Image and Edge Device handling, you will play a crucial role inthe development and maintenance of our data infrastructure, particularly focused on managing imagedata from edge devices and processing it efficiently in cloud environments. You will be responsible fordesigning, implementing, and optimizing data pipelines to ensure seamless ingestion, storage, andanalysis of image data from various sources. Additionally, you will collaborate closely w",Mid
job-3885102567,Data Scientist,Ascentt,"Dallas, TX",Excel;TensorFlow;PyTorch;MLOps;Python;Spark;AWS;Docker;Kubernetes;Machine Learning,"Location: Plano, Texas Position Overview:We are seeking a highly skilled Sr. Data Scientist with expertise in Robotics/Machinery, particularly in the automotive sector. The ideal candidate will have a strong background in machine learning and deep learning techniques, with a focus on sensor data. They will be responsible for working along a team of data scientists and collaborating with cross-functional teams to develop and deploy scalable ML solutions that assures high accuracy and is backed by",Mid
job-3885103563,Data Scientist,Ascentt,"Dallas, TX",Excel;Statistics;Spark;AWS;Machine Learning;Communication,"**Position Overview:**We are looking for a highly skilled Data Scientist with extensive experience in forecasting, particularly in demand or sales forecasting. The ideal candidate will have a strong background in time series analysis, advanced machine learning models, and deep learning techniques. In addition, the candidate should have hands on experience of building ML solutions on AWS. **Key Responsibilities:** - Fast-paced experimentation, development and implementation of advanced forecastin",Mid
job-3885107901,Business Analyst,Augment Jobs,New York City Metropolitan Area,Excel;Agile;Communication,"Company OverviewAugment Jobs leverages its software, recruiting expertise, and extensive network to automate the recruitment process for job seekers. The company partners with full-time employees, licensed recruiters, and employers to help job seekers navigate the oversaturated job market. Augment Jobs sources job opportunities for its clients and submits applications on their behalf once the clients approve the role. Augment Jobs clients save hundreds of hours on applications and focus their ef",Mid
job-3885107986,Data Engineer,Celebal Technologies,"Dallas, TX",Excel;Python;SQL;Spark;Machine Learning;Data Modeling,"Company DescriptionCelebal Technologies is a premier software services company specializing in Data Science, Big Data, and Enterprise Cloud. Our intelligent data solutions use cutting-edge technology to provide competitive advantages and facilitate smarter decision-making for our clients. With expertise in Robotics, Artificial Intelligence, and Machine Learning, we offer improved business efficiency and help clients transform into data-driven enterprises. Our tailor-made solutions maximize produ",Mid
job-3885109960,Software Engineer,dot. cards,Los Angeles Metropolitan Area,Excel;TypeScript;React;Node.js;Spark;GCP;Networking;Communication,"Senior Software Engineer - Full Stack Consumer + Enterprise softwareWe are on a mission to bring focus back to personal, real-world connections and create products that spark conversation and build long-lasting connections. We utilize NFC technology as a means of quick transfer, directing users to their dot.Profile.As a Senior Software Engineer at dot.cards, your primary responsibility will be to develop, test, and refine new products and features that will influence the future direction of dot.",Mid
job-3885112342,UI/UX Designer,Aayats,United States,Excel;Figma;Prototyping;Communication,"**20 hour weekly commitment - Unpald Internship** Who Are We?*We're an international team of business and engineering professionals, spanning Italy, Florida, Maine, California, and Georgia. With a deep passion for solving problems in the music industry, we're on a mission to revolutionize how people create high-quality music. Why Should You Join Us?*We're building a platform we believe will revolutionize the music industry. We value commitment, work ethic, and creativity, and offer an opportunit",Mid
job-3885113071,Mobile Developer (iOS),Yimo,"California, United States",APIs;Excel;Git;Swift;UIKit;Communication,"Company DescriptionYimo is a technology company specializing in AI-based solutions for detecting and eliminating bots and identifying generative AI-based profiles on social network platforms. Our mission is to create a secure and authentic online community experience, fostering trust and safety among users. Position OverviewWe are seeking a talented iOS App Developer to join our team on a volunteer basis. As an iOS App Developer, you will be responsible for designing, developing, and maintaining",Mid
job-3885113214,Data Analyst,ZealTech,"San Francisco, CA",ETL;Excel;SQL;Data Modeling;Communication,"Project Type: Long Term Contract On W2 or C2CTitle: Data Analyst - Power BI & SQLLocation: San Francisco Bay Area, CA Job Description:We are seeking a skilled Data Analyst with expertise in Power BI and SQL to join our dynamic team. This role will play a pivotal role in transforming data into actionable insights, supporting decision-making processes, and driving operational excellence across various business units. Responsibilities:Develop and maintain Power BI dashboards and reports to visualiz",Mid
job-3885359154,Product Manager,Synchrony,"Alpharetta, GA",Excel;Agile;User Research;Communication,"E2401049  Job Description  Role Summary/Purpose:  Synchrony is continuing to build a world-class Performance Media and Creative Organization committed to driving results with our retail and payments partners while also delivering leading customer experiences. Within this organization, our Paid Media Team is focused on achieving growth by making data-driven decisions to create meaningful interactions with existing and potential customers by focusing on capturing business requirements and ensuring",Mid
job-3885804881,Software Engineer,Capital One,"Chicago, IL",Python;SQL;Java;JavaScript;TypeScript;React;Node.js;AWS;Docker;Kubernetes;Git;Agile;Communication,"77 West Wacker Dr (35012), United States of America, Chicago, IllinoisSenior Lead Software Engineer, Full Stack (Remote -Eligible)  Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Eng",Mid
job-3885804889,Business Analyst,Capital One,"New York, NY",Statistics;SQL;AWS;Git;Monitoring;Communication,"Center 1 (19052), United States of America, McLean, VirginiaSr Business Analyst, Travel Growth  Join the fast-growing Capital One Travel team, as we seek to transform the way customers book travel. Capital One Travel is a fast-moving, highly innovative, digital-first business within Capital One’s Premium Products and Experiences organization. Our mission is to grow an industry leading travel booking platform that customers love and delivers unique, differentiated benefits to our millions of cust",Mid
job-3885805678,Software Engineer,Capital One,"New York, NY",Python;SQL;Java;Node.js;AWS;GCP;Docker;Kubernetes;Git;Agile,"Center 1 (19052), United States of America, McLean, VirginiaSenior Software Engineer Back End (Java, Python, Spring Boot, AWS)  Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who love to solve real problems and meet real customer needs. We are seeking Back End Software E",Mid
job-3885805682,Software Engineer,Capital One,"San Francisco, CA",Python;SQL;Java;Node.js;AWS;GCP;Docker;Kubernetes;Git;Agile,"Locations: NY - New York, United States of America, New York, New YorkManager, Software Engineering, Back End  Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who love to solve real problems and meet real customer needs. We are seeking Back End Software Engineers who are",Mid
job-3885805686,Data Engineer,Capital One,"Richmond, VA",Python;SQL;Java;Spark;AWS;Machine Learning;MySQL;Git;Linux;Agile,"Plano 1 (31061), United States of America, Plano, TexasData Engineer  Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As",Junior
job-3885805688,Software Engineer,Capital One,"McLean, VA",Python;SQL;Java;JavaScript;TypeScript;HTML;CSS;AWS;GCP;Docker;Kubernetes;Git;Agile,"Locations: VA - McLean, United States of America, McLean, VirginiaLead Software Engineer, Full Stack  Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate abou",Mid
job-3885805691,Software Engineer,Capital One,"Plano, TX",Python;SQL;Java;JavaScript;TypeScript;React;Node.js;AWS;Docker;Kubernetes;Git;Agile;Communication,"77 West Wacker Dr (35012), United States of America, Chicago, IllinoisSenior Lead Software Engineer, Full Stack (Remote -Eligible)  Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Eng",Mid
job-3885805695,Software Engineer,Capital One,"New York, NY",Python;SQL;Java;JavaScript;TypeScript;React;Node.js;AWS;Docker;Kubernetes;Git;Agile;Communication,"77 West Wacker Dr (35012), United States of America, Chicago, IllinoisSenior Lead Software Engineer, Full Stack (Remote -Eligible)  Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Eng",Mid
job-3885805701,Software Engineer,Capital One,"New York, NY",Python;SQL;Java;Node.js;AWS;GCP;Docker;Kubernetes;Git;Agile,"Center 1 (19052), United States of America, McLean, VirginiaLead Software Engineer, Back End  Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who love to solve real problems and meet real customer needs. We are seeking Back End Software Engineers who are passionate about",Mid
job-3885806687,Data Engineer,Capital One,"McLean, VA",Python;SQL;Java;Spark;AWS;Machine Learning;MySQL;Git;Linux;Agile,"Plano 1 (31061), United States of America, Plano, TexasData Engineer  Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As",Junior
job-3885806692,Product Manager,Capital One,"New York, NY",AWS;Git;Roadmapping;Agile,"Center 3 (19075), United States of America, McLean, VirginiaSenior Associate, Product Manager, Data Ethics & Privacy  Product Management at Capital One is a booming, vibrant craft that requires reimagining the status quo, finding value creation opportunities, and driving innovative and sustainable customer experiences through technology.  We believe our portfolio of businesses and investments in growth and transformation will result in a company with the scale, brand, capabilities, talent, and v",Mid
job-3885806699,Business Analyst,Capital One,"McLean, VA",Statistics;SQL;AWS;Git;Monitoring;Communication,"Center 1 (19052), United States of America, McLean, VirginiaSr Business Analyst, Travel Growth  Join the fast-growing Capital One Travel team, as we seek to transform the way customers book travel. Capital One Travel is a fast-moving, highly innovative, digital-first business within Capital One’s Premium Products and Experiences organization. Our mission is to grow an industry leading travel booking platform that customers love and delivers unique, differentiated benefits to our millions of cust",Mid
job-3885807632,Data Scientist,SynergisticIT,"Denver, CO",Excel;Statistics;Tableau;TensorFlow;Python;Java;JavaScript;Docker;Machine Learning;Communication,Since 2010 Synergisticit has helped Jobseekers differentiate themselves by providing candidates the requisite skills and experience to outperform at interviews and clients. Here at SynergisticIT We just don’t focus on getting you a tech Job we make careers.In this market also we have been able to help our candidates get multiple job offers and $100k + salaries.please check the below links to see success outcomes of our candidates and our participation at different Tech industry events and how we,Junior
job-3885807866,Data Analyst,FedEx Logistics,"La Vergne, TN",Excel;Statistics;SQL;Communication,"About FedEx Supply Chain  FedEx Supply Chain, a subsidiary of FedEx Corp. (NYSE: FDX), is a leader in the third-party logistics industry offering a diverse service portfolio that enables commerce for businesses. With a proven track record of innovation and operational excellence, FedEx Supply Chain takes a consultative approach to optimize logistics processes, implement innovative technology and drive continuous improvement. By leveraging best practices and the world-renowned FedEx network, FedE",Mid
job-3885808491,Data Engineer,Capital One,"Richmond, VA",Python;Java;Spark;AWS;Machine Learning;Agile,"Locations: VA - McLean, United States of America, McLean, VirginiaData Engineer  Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging techno",Junior
job-3885809471,Product Manager,Capital One,"McLean, VA",AWS;Git;Roadmapping;Agile,"Center 3 (19075), United States of America, McLean, VirginiaSenior Associate, Product Manager, Data Ethics & Privacy  Product Management at Capital One is a booming, vibrant craft that requires reimagining the status quo, finding value creation opportunities, and driving innovative and sustainable customer experiences through technology.  We believe our portfolio of businesses and investments in growth and transformation will result in a company with the scale, brand, capabilities, talent, and v",Mid
job-3885809877,Business Analyst,Inversion,"Torrance, CA",Excel;Statistics;AWS;Communication,"Turning Space into a Transportation Layer for Earth  Who We Are  Eras of humanity can often be defined by a dominate transportation mode - horse drawn chariots, ocean going boats, or aircraft . These were spurred by a small group of people rigorously focused on building technology to achieve faster access to more of the world . We seek to usher in a new era of humanity defined by universal access to the whole globe free of borders and the presence of a routine way from space to Earth. To do this",Junior
job-3885810350,Data Engineer,Capital One,"Plano, TX",Python;SQL;Java;Spark;AWS;Machine Learning;MySQL;Git;Linux;Agile,"Plano 1 (31061), United States of America, Plano, TexasData Engineer  Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As",Junior
job-3885810353,Data Engineer,Capital One,"McLean, VA",Python;Java;Spark;AWS;Machine Learning;Agile,"Locations: VA - McLean, United States of America, McLean, VirginiaData Engineer  Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging techno",Junior
job-3885811432,Data Scientist,SynergisticIT,"Kirkland, WA",Excel;Statistics;Tableau;TensorFlow;Python;Java;JavaScript;Docker;Machine Learning;Communication,Since 2010 Synergisticit has helped Jobseekers differentiate themselves by providing candidates the requisite skills and experience to outperform at interviews and clients. Here at SynergisticIT We just don’t focus on getting you a tech Job we make careers.In this market also we have been able to help our candidates get multiple job offers and $100k + salaries.please check the below links to see success outcomes of our candidates and our participation at different Tech industry events and how we,Junior
job-3885811482,Data Scientist,SynergisticIT,"Phoenix, AZ",Excel;Statistics;Tableau;TensorFlow;Python;Java;JavaScript;Docker;Machine Learning;Communication,Since 2010 Synergisticit has helped Jobseekers differentiate themselves by providing candidates the requisite skills and experience to outperform at interviews and clients. Here at SynergisticIT We just don’t focus on getting you a tech Job we make careers.In this market also we have been able to help our candidates get multiple job offers and $100k + salaries.please check the below links to see success outcomes of our candidates and our participation at different Tech industry events and how we,Junior
job-3885811837,Data Analyst,Old Second National Bank,"Aurora, IL",Excel;SQL;Communication,"Who We Are  At Old Second, you're first! For more than 150 years, Old Second has consistently put businesses and individuals throughout the Chicago area first, and we're only getting started.  With great employees we've grown from a single location in the back of a general store to 50 locations and over $6 billion dollars in assets. At Old Second we embrace values that foster an environment of community and growth. Recently, we've been voted a Forbes Best-In-State Bank for Illinois by our custom",Mid
job-3885812023,Data Scientist,SynergisticIT,"Austin, Texas Metropolitan Area",Excel;Statistics;Tableau;TensorFlow;Python;Java;JavaScript;Docker;Machine Learning;Communication,Since 2010 Synergisticit has helped Jobseekers differentiate themselves by providing candidates the requisite skills and experience to outperform at interviews and clients. Here at SynergisticIT We just don’t focus on getting you a tech Job we make careers.In this market also we have been able to help our candidates get multiple job offers and $100k + salaries.please check the below links to see success outcomes of our candidates and our participation at different Tech industry events and how we,Junior
job-3885812100,Data Scientist,SynergisticIT,"Houston, TX",Excel;Statistics;Tableau;TensorFlow;Python;Java;JavaScript;Docker;Machine Learning;Communication,Since 2010 Synergisticit has helped Jobseekers differentiate themselves by providing candidates the requisite skills and experience to outperform at interviews and clients. Here at SynergisticIT We just don’t focus on getting you a tech Job we make careers.In this market also we have been able to help our candidates get multiple job offers and $100k + salaries.please check the below links to see success outcomes of our candidates and our participation at different Tech industry events and how we,Junior
job-3885813688,Analytics Engineer,Bonterra,United States,Tableau;Python;AWS;dbt;Communication,"Bonterra exists to propel every doer of good to their peak impact. We measure that impact against our vision to increase the giving rate as a percentage of GDP from 2% to 3% by 2033. We know that this goal is lofty, but we are confident that the right technology and expertise will strengthen trust in the sector, allowing the social good industry to accelerate growth and reach peak impact. Bonterra's differentiated, end-to-end solutions collectively support a unique network of over 20,000 custome",Mid
job-3885814035,Data Engineer,SynergisticIT,"Virginia, United States",Excel;Statistics;Tableau;TensorFlow;Python;Java;JavaScript;Docker;Machine Learning;Communication,Since 2010 Synergisticit has helped Jobseekers differentiate themselves by providing candidates the requisite skills and experience to outperform at interviews and clients. Here at SynergisticIT We just don’t focus on getting you a tech Job we make careers.In this market also we have been able to help our candidates get multiple job offers and $100k + salaries.please check the below links to see success outcomes of our candidates and our participation at different Tech industry events and how we,Junior
job-3885816104,ML Engineer,Robinhood,"New York, NY",PyTorch;Machine Learning;Communication,"Join a leading fintech company that’s democratizing finance for all.  Robinhood was founded on a simple idea: that our financial markets should be accessible to all. With customers at the heart of our decisions, Robinhood is lowering barriers and providing greater access to financial information. Together, we are building products and services that help create a financial system everyone can participate in.  As we continue to build...  We’re seeking curious, growth minded thinkers to help shape",Mid
job-3885820475,Data Engineer,Seattle Information Technology Department,"Seattle, WA",ETL;Tableau;Python;SQL;Spark;AWS;Agile;Communication,"Position Description  As a city, Seattle is known as a progressive leader in technology, innovation, and the environment. As an employer, the City of Seattle is leading local government in environmental stewardship and social justice among other things, making our city what it is today and shaping our exciting future. The organization’s workforce plays a critical role in making this possible.  Seattle IT is a trusted partner that provides secure, reliable, and compliant technologies enabling the",Mid
job-3885822305,Data Engineer,Oshkosh Corporation,"Oshkosh, WI",ETL;Excel;Statistics;Python;SQL;Java;Spark;Git;Agile;Communication,"At Oshkosh, we build, serve and protect people and communities around the world by designing and manufacturing some of the toughest specialty trucks and access equipment. We employ over 17,000 team members all united by a common purpose. Our engineering and product innovation help keep soldiers and firefighters safe, is critical in building and keeping communities clean and helps people do their jobs every day.  The Director of Data Engineering plays a critical role in the enterprise Advanced An",Senior
job-3885826866,Frontend Developer,TEKsystems,"Milwaukee, WI",Java;JavaScript;TypeScript;React;AWS;Docker;Kubernetes;Git;CI/CD;Agile,"We are hiring a Frontend Developer to join our team in Milwaukee (hybrid 2-3 days/week).   Responsibilities   Experience with Javascript, ReactJS, and TypescriptDevelops new code and tests using CI/CD deployment pipelines.Maintains existing platform by improving, refactoring, or enhancing current micro-service architecture.Good at writing clean, modular, readable, and testable code.Experience with Docker, Kubernetes, and AWS cloud services.Advocate of Test Driven Development, with experience usi",Junior
job-3885826874,Site Reliability Engineer,TEKsystems,"Raleigh, NC",Git;CI/CD;Monitoring,"Top Skills' Details    Implementing the application infrastructure setup as well as deploy automation for applications in Azure cloud infrastructure as well as Legacy infrastructure. Measure and optimize system performance, with an eye toward pushing our capabilities forward, getting ahead of customer needs, and innovating for continual improvement.Run the production environment by monitoring availability and taking a holistic view of system health. Financial Sector Experience    Description:",Junior
job-3885828275,Data Scientist,TEKsystems,"Irving, TX",Excel;Python;Java;Machine Learning;Git;Monitoring;Communication,"Top Skills' Details   Passion for Machine Learning and Data Science and their fundamentals  Research and quantitative analysis of AI risk management  Development of data science algorithms using Python  Documentation  Would prefer someone who has a strong understanding or at least a passion for AI Risk Management.   Description   This is a Data Scientist role in Chat and Voice Technology team. The team builds next generation AI and Search platforms for the bank, enabling smart virtual assistants",Junior
job-3885828639,Data Scientist,Philips,"Cambridge, MA",Excel;Python;Git;Monitoring;Communication,"Job Title Clinical Adoption Data Scientist  Job Description  Clinical Adoption Data Scientist  You will be responsible for working with clinical and technical experts to develop advanced reports on patient monitoring system usage, adoption and clinical impact for customers. These reports will contribute to the performance dashboard helping customers and Philips understand usage, adoption and achievement of desired outcomes in areas never measured previously. You will work with technical and clin",Mid
job-3885831264,Platform Engineer,Philips,United States,Kubernetes;Git;Linux;Monitoring;Communication,"Job Title Remote Platform Engineer (Health Suite Patient Monitoring)  Job Description  We are seeking a HealthSuite Patient Monitoring Remote Platform Engineer to work on a 24x7 global Level 2 support team  Your role: Support troubleshooting of incidents escalated via L1.Resolve customer support cases based on SLAs.Analyze, effectively triage and resolve works orders when possible.Improve triaging and troubleshooting capabilities by leveraging and customizing existing tooling like dashboards and",Mid
job-3885834221,Data Scientist,Philips,"Cambridge, MA",Excel;Python;AWS;Git;Monitoring;Communication,"Job Title Technical System Health Data Scientist  Job Description  Technical System Health Data Scientist You will be responsible for working with technical experts and customers to develop advanced reports on patient monitoring system usage and system health. These reports will help customers and Philips understand usage, prevent downtime and achieve performance SLAs in areas never measured previously. You will work with technical and clinical experts in order to understand and identify data si",Mid
job-3885837630,Backend Developer,Esri,United States,Excel;Java;AWS;GCP;Communication,"Overview  Join our 3D development group in creating the world’s best geospatial mapping and data analysis platform. Utilize your passion for developing reliable and performant code to handle creating and serving complex 3D data.  As a platform that serves millions of users and domains, our software needs to be modular, reusable, and well crafted. We iterate rapidly, constantly learning from feedback, metrics, and the mission and goals of our broad user community.  Learn more about what the team",Mid
job-3885841124,QA Engineer,Merz Aesthetics,"Raleigh, NC",SQL;Selenium;Test Automation;Agile,"Job Description Provide technical and engineering work for R&D department as directed by the Sr. Manager, Software Engineering. This position will be responsible for developing both manual and automated testing and implementing them in industry standard testing frameworks. The position will be responsible to create test plan/protocol documents (both manual and automated testing) for both full verification and regression testing, execute the test plans, obtain and document the test results includ",Mid
job-3885843174,Backend Developer,Esri,"Redlands, CA",Excel;Java;AWS;GCP;Communication,"Overview  Join our 3D development group in creating the world’s best geospatial mapping and data analysis platform. Utilize your passion for developing reliable and performant code to handle creating and serving complex 3D data.  As a platform that serves millions of users and domains, our software needs to be modular, reusable, and well crafted. We iterate rapidly, constantly learning from feedback, metrics, and the mission and goals of our broad user community.  Learn more about what the team",Mid
job-3885843703,Business Analyst,Keck Medicine of USC,"Los Angeles, CA",Excel;AWS;Communication,"The ServiceNow Business Analyst II will work closely with Director of Operations to oversee all ServiceNow related business. They will serve as the key liaison between business stakeholders, ServiceNow integration partners, and the ServiceNow technical team on new business development, existing system enhancements and will help drive adoption and effective use of the ServiceNow platform across the organization.  Essential Duties   Collaborate with business stakeholders to understand requirements",Mid
job-3885845727,ML Engineer,HIRECLOUT,"Irvine, CA",Excel;PyTorch;MLOps;Python;Java;Spark;Machine Learning;Communication,"HireClout  A leading security and facility services company that uses cutting-edge smart technology to deliver evolving, tailored solutions that allows clients to focus on their core business. Operating in more than 90 countries with a global workforce of approximately 800,000 people. Employees help to deliver company promises globally and locally: keeping people safe so customers and communities can thrive.  What You Will Be Doing  Create, enhance, and implement machine learning models and algo",Mid
job-3885845749,Site Reliability Engineer,Global Payments Inc.,"Lenexa, KS",Python;Java;AWS;GCP;Docker;Git;CI/CD;Terraform;Linux;Monitoring;Networking;Agile;Communication,"Description  TouchNet, a Global Payments Company, is seeking a Site Reliability Engineer to assist in the implementation and administration of software deployments for a highly secure, highly available environment.. This will include close collaboration with software engineers and IT administrators for microservice deployments to the cloud as well as to legacy infrastructure. In this role, you will be responsible for bridging the gap between development and operations by assisting in the adminis",Junior
job-3885867241,Data Scientist,Spectrum,"Stamford, CT",Excel;Statistics;Python;SQL;Spark;AWS;Machine Learning;Communication,"Job Code: BDA303  Does using data science to solve business problems sound intriguing? Enjoy working collaboratively with diverse teams? Analytical, strategic and tech savvy? Then working within our Credit Services Team at Spectrum may be a great fit for you.  At Spectrum, we keep more than 32 million customers connected across our 41-state footprint. Our Credit Services Team uses advanced analytics and data science to develop credit solutions for our mobile and cable customers. Our customer-cen",Junior
job-3886202429,DevOps Engineer,rmg digital,"Virginia, United States",Excel;Python;AWS;Docker;Kubernetes;Git;CI/CD;Networking,"Are you a DevOps professional with skills in multi-cloud environments? Then we need you! Location: Remote - Virginia travel when neededPay rates: €50p/hrContract type: W2 contractContract Term: 6 months Initial Term My client has had an awesome start to 2024 and with an ever increasing pipeline of work in the US, we are looking to bring in additional support resource on a contractual basis. There is a multitude of projects in the pipeline with varying needs from straight forward infrastructure r",Mid
job-3886205171,Cloud Engineer,BinaryITech LLC,New York City Metropolitan Area,Excel;Docker;Kubernetes;Linux;Communication,"Company Description BinaryITech LLC is a provider of free marketing and placement assistance for OPT, CPT, STEM, H4EAD, and GC candidates in IT and Health Sciences. We also offer online training for interested candidates. We sponsor H1b if your profile experience matches our jobs.  Role Description This is a contract role for an Azure Engineer at BinaryITech LLC. As an Azure Engineer, you will be responsible for software development, infrastructure management, cloud computing, Linux administrati",Mid
job-3886205347,Mobile Developer (Android),Giffft,"Los Angeles, CA",Excel;Kotlin;Communication,"Company DescriptionGiffft is a platform dedicated to building authentic community connections. Whether it's to connect fans with each other or to bring people together in an authentic way, Giffft allows users to express and connect with the people they share the most with and care about the most. It offers various features such as sharing links, uploading pictures, making videos, using AI, and expressing towards others. Giffft aims to provide a place where true connections can be seen and where",Mid
